지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
115,울릉도,1981-01,1.1,-3.1,158.8,3.6
115,울릉도,1981-02,3.1,-2.1,90.4,4.4
115,울릉도,1981-03,9,2.3,64.5,4.3
115,울릉도,1981-04,15.4,7.7,95.6,4.6
115,울릉도,1981-05,18.6,11.1,20.4,5.5
115,울릉도,1981-06,21.7,15,82.6,3.3
115,울릉도,1981-07,26,20.6,135.1,4.3
115,울릉도,1981-08,25.3,20,196.4,4.1
115,울릉도,1981-09,21.7,15.4,399.8,3.7
115,울릉도,1981-10,17.9,11.2,58.2,4.1
115,울릉도,1981-11,9.5,3.8,96.4,3.9
115,울릉도,1981-12,7.6,1.3,49.2,3.9
115,울릉도,1982-01,4.2,-1.9,153.1,4.8
115,울릉도,1982-02,5.2,-.7,47.4,3.5
115,울릉도,1982-03,9.6,3.2,93,4.5
115,울릉도,1982-04,15,7.5,37.2,4.5
115,울릉도,1982-05,19.9,13.1,51.8,5.3
115,울릉도,1982-06,22.4,15.2,37.6,3
115,울릉도,1982-07,25.6,19.6,52.3,2.9
115,울릉도,1982-08,26.4,21.5,137,4
115,울릉도,1982-09,22.3,16.8,62.3,3.5
115,울릉도,1982-10,19.8,13.3,57.7,3.5
115,울릉도,1982-11,13.6,8.6,154.4,4.1
115,울릉도,1982-12,7.7,2,202.9,4
115,울릉도,1983-01,5.6,.1,121.9,4.1
115,울릉도,1983-02,4.4,-1.5,61.3,3.8
115,울릉도,1983-03,9,2.6,137.9,4.5
115,울릉도,1983-04,16,9.3,163.2,6.5
115,울릉도,1983-05,19.6,13,39.6,6
115,울릉도,1983-06,21.4,15.3,48,3.6
115,울릉도,1983-07,25.2,19.8,257.2,3.9
115,울릉도,1983-08,27.3,22.2,137.9,4.6
115,울릉도,1983-09,23.9,18.5,217.8,3.6
115,울릉도,1983-10,18.2,12.3,126.1,3.7
115,울릉도,1983-11,12.5,6.3,86.6,4.1
115,울릉도,1983-12,6.1,.8,219.6,4.6
115,울릉도,1984-01,1.9,-2.7,206.6,3.9
115,울릉도,1984-02,1.5,-3.3,116.4,3.8
115,울릉도,1984-03,6.4,.1,28,4.4
115,울릉도,1984-04,12.9,5.7,85.2,3.8
115,울릉도,1984-05,18.3,11.3,103.4,3.9
115,울릉도,1984-06,22.4,16.7,105.5,3.2
115,울릉도,1984-07,24.9,20,82.6,3.2
115,울릉도,1984-08,27.9,23.2,148.2,3.2
115,울릉도,1984-09,23,17.2,135.3,3.4
115,울릉도,1984-10,17.7,11.3,34.5,4
115,울릉도,1984-11,13.7,7.4,105.4,4.5
115,울릉도,1984-12,6.1,.9,123.6,3.9
115,울릉도,1985-01,2.1,-3.2,140.3,4.2
115,울릉도,1985-02,3.9,-.5,65.8,4.5
115,울릉도,1985-03,8.2,2,50,3.8
115,울릉도,1985-04,13.7,7.1,71.9,5.7
115,울릉도,1985-05,18.8,12.1,125.4,5.3
115,울릉도,1985-06,20.6,15.2,18,3
115,울릉도,1985-07,27.3,21.2,80.2,3.6
115,울릉도,1985-08,29.1,23.5,124.9,4.3
115,울릉도,1985-09,23.5,18.1,116.6,3.5
115,울릉도,1985-10,19,12.7,245,3.9
115,울릉도,1985-11,11.5,5.9,101.8,4.3
115,울릉도,1985-12,4.8,-.6,143.2,3.8
115,울릉도,1986-01,2.1,-3.5,97.9,2.5
115,울릉도,1986-02,1.8,-3.2,72.2,3.9
115,울릉도,1986-03,8.3,1.5,13.3,3.9
115,울릉도,1986-04,14.9,6.9,37.7,4.7
115,울릉도,1986-05,19.2,11.2,67.2,3.9
115,울릉도,1986-06,20.9,14.9,233.3,2.9
115,울릉도,1986-07,22.5,17.7,138.9,3.6
115,울릉도,1986-08,26.4,20.7,104.1,3.8
115,울릉도,1986-09,22.5,16,29.7,3.4
115,울릉도,1986-10,15.5,9.4,75.5,5.1
115,울릉도,1986-11,12.4,5.9,22.7,3.3
115,울릉도,1986-12,8.5,2.4,131.1,3.9
115,울릉도,1987-01,4.6,-1.2,133.5,4.4
115,울릉도,1987-02,5.2,-.4,99.8,4.8
115,울릉도,1987-03,7.4,1.1,30,4.9
115,울릉도,1987-04,14.6,6.8,31.1,4.7
115,울릉도,1987-05,19.5,12.3,67.7,5.1
115,울릉도,1987-06,22.7,15.8,88.5,4.2
115,울릉도,1987-07,25,19.8,135.1,5.1
115,울릉도,1987-08,25.1,20.1,165.5,3.9
115,울릉도,1987-09,22,15.7,30.7,4.2
115,울릉도,1987-10,19.7,13.2,13.2,4.5
115,울릉도,1987-11,13.5,7.1,95.2,4.5
115,울릉도,1987-12,8.7,3.2,60.5,4.2
115,울릉도,1988-01,5.9,.2,66.2,3.8
115,울릉도,1988-02,3.1,-2.3,116.4,4
115,울릉도,1988-03,7.6,1.4,59.1,4.7
115,울릉도,1988-04,15.1,7.7,49.4,5.1
115,울릉도,1988-05,19.6,11.6,29.8,4.5
115,울릉도,1988-06,21.8,16,114,3.5
115,울릉도,1988-07,23.1,18.5,123.4,4.1
115,울릉도,1988-08,27.5,21.6,174.6,3.9
115,울릉도,1988-09,22.7,17.5,129,4.6
115,울릉도,1988-10,19.1,12.4,72.7,3.8
115,울릉도,1988-11,11.5,5.8,66.3,5
115,울릉도,1988-12,7.7,1.7,56.6,4.2
115,울릉도,1989-01,6.4,1.3,202.7,4.5
115,울릉도,1989-02,6.4,1.4,132.2,4.3
115,울릉도,1989-03,8.7,3.2,120.6,4.8
115,울릉도,1989-04,16.2,8.2,40.4,4.7
115,울릉도,1989-05,19.7,11.9,58.3,4.6
115,울릉도,1989-06,21.4,14.8,125.6,4
115,울릉도,1989-07,24.9,19.5,39.4,3.6
115,울릉도,1989-08,26.2,20.7,131.9,4.7
115,울릉도,1989-09,22.6,17.4,183.7,3.9
115,울릉도,1989-10,18.2,11.9,80.3,4.6
115,울릉도,1989-11,12.5,6.7,161.6,3.9
115,울릉도,1989-12,7.6,2.4,134.6,4.5
115,울릉도,1990-01,3.3,-1.8,134.3,4
115,울릉도,1990-02,6.4,2.2,81.3,4.1
115,울릉도,1990-03,10.8,4.3,87.2,4.5
115,울릉도,1990-04,14.2,7.5,89.1,4.7
115,울릉도,1990-05,19.2,12.5,104.3,4.3
115,울릉도,1990-06,23.4,17.4,206.6,4.4
115,울릉도,1990-07,26.1,20.6,106.4,3.6
115,울릉도,1990-08,28.7,22.7,41.8,2.9
115,울릉도,1990-09,23.4,17.9,156.6,4
115,울릉도,1990-10,19.2,13.2,135.6,3.1
115,울릉도,1990-11,15,9.5,153.9,4.2
115,울릉도,1990-12,9,2.6,38.6,3.9
115,울릉도,1991-01,3.5,-.9,51.9,3.6
115,울릉도,1991-02,4.2,-1.4,69.6,4.1
115,울릉도,1991-03,7.9,2,55.1,4.5
115,울릉도,1991-04,14.8,6.9,51,4.7
115,울릉도,1991-05,18.5,11.9,67.9,4.4
115,울릉도,1991-06,23.3,17.1,94.2,3.4
115,울릉도,1991-07,24.8,20,176.7,4.5
115,울릉도,1991-08,23.6,19.2,194.1,3.7
115,울릉도,1991-09,23.5,18,190.8,3.3
115,울릉도,1991-10,18.9,12.5,3.6,4.1
115,울릉도,1991-11,13.5,6.8,33.2,3.6
115,울릉도,1991-12,8.2,2.7,202,4.3
115,울릉도,1992-01,5.8,.7,44.5,3.8
115,울릉도,1992-02,6.2,.1,40.6,4.1
115,울릉도,1992-03,9.2,3.2,20,3.9
115,울릉도,1992-04,14.6,8.3,93.8,4.8
115,울릉도,1992-05,18.2,11,56.1,3.3
115,울릉도,1992-06,21.5,15,26.6,3.5
115,울릉도,1992-07,27.2,20.9,87.2,3.5
115,울릉도,1992-08,25.2,20.3,289.6,3.7
115,울릉도,1992-09,23,17.8,145.7,3.2
115,울릉도,1992-10,18.5,12.6,75.1,3.8
115,울릉도,1992-11,13.3,6.6,58.3,4
115,울릉도,1992-12,8.3,2.7,69.1,3.3
115,울릉도,1993-01,5,.4,151.4,4
115,울릉도,1993-02,6.5,.5,101,4.2
115,울릉도,1993-03,9.4,2.3,76.6,4.2
115,울릉도,1993-04,14.4,6.9,63.3,4.1
115,울릉도,1993-05,19.2,11.4,84.1,3.6
115,울릉도,1993-06,20.9,15.2,91.9,3
115,울릉도,1993-07,22.9,17.3,272.3,2.9
115,울릉도,1993-08,23.1,18,248.2,3.2
115,울릉도,1993-09,23.4,16.8,40.2,3
115,울릉도,1993-10,17.8,10.9,119.1,3.1
115,울릉도,1993-11,13.4,7.4,58.2,3.2
115,울릉도,1993-12,7.6,1.1,92.5,2.9
115,울릉도,1994-01,4.4,-1.5,84.2,3.2
115,울릉도,1994-02,5.5,-.6,33.7,3.4
115,울릉도,1994-03,7.8,1.1,36.8,3.4
115,울릉도,1994-04,16.5,8.4,51.8,3.9
115,울릉도,1994-05,19.5,12.8,143.5,4.7
115,울릉도,1994-06,22.1,15.2,113,3.5
115,울릉도,1994-07,29.1,22.6,21.1,3.2
115,울릉도,1994-08,30.6,23.9,51.7,3.5
115,울릉도,1994-09,25.4,18.4,82.4,3.9
115,울릉도,1994-10,18.9,12.4,84.4,3.7
115,울릉도,1994-11,14.1,7.7,73.1,4.1
115,울릉도,1994-12,8.7,2.5,76.3,3.1
115,울릉도,1995-01,3.8,-1.1,125.7,3.5
115,울릉도,1995-02,5.8,.2,75.5,3.5
115,울릉도,1995-03,9.4,2.9,91,3.8
115,울릉도,1995-04,14.8,7.5,62.7,4.1
115,울릉도,1995-05,18.6,11.8,94.6,4.3
115,울릉도,1995-06,19.9,14.2,109.9,2.8
115,울릉도,1995-07,25.6,20.6,90.5,4
115,울릉도,1995-08,29.1,23.2,74.4,3.6
115,울릉도,1995-09,22.6,16.9,136.4,3
115,울릉도,1995-10,20.4,13.3,33.4,3.1
115,울릉도,1995-11,13,5.6,43.4,3.9
115,울릉도,1995-12,6.4,1.2,57.6,3.4
115,울릉도,1996-01,5,-.7,90.6,3
115,울릉도,1996-02,4.7,-1.5,53.4,3.8
115,울릉도,1996-03,8.5,1.6,141.3,3.3
115,울릉도,1996-04,14,6.7,58.8,3.4
115,울릉도,1996-05,19.3,11.9,109.1,2.4
115,울릉도,1996-06,21.1,15.8,191.3,2.8
115,울릉도,1996-07,25.3,19.4,124.6,3.6
115,울릉도,1996-08,27.6,21.1,142.8,2.4
115,울릉도,1996-09,24.4,17.8,30.9,2
115,울릉도,1996-10,19.1,12.6,69,3
115,울릉도,1996-11,12.3,6.4,105.2,2.6
115,울릉도,1996-12,8.7,2.6,59.5,2.5
115,울릉도,1997-01,4.8,-1.4,40.1,3.3
115,울릉도,1997-02,6.2,-.4,37.3,2.9
115,울릉도,1997-03,10.4,3.6,15.2,4.4
115,울릉도,1997-04,15,8.5,43.9,3.6
115,울릉도,1997-05,18.9,11.9,112,4
115,울릉도,1997-06,23.2,17.4,78.8,3.2
115,울릉도,1997-07,25.2,20.4,224,3.9
115,울릉도,1997-08,26.5,21.6,167.2,3.6
115,울릉도,1997-09,22.1,16.7,196.4,3.7
115,울릉도,1997-10,18.2,11.8,24.8,3.5
115,울릉도,1997-11,13.7,8.6,218.6,3.4
115,울릉도,1997-12,8.3,2.7,81.5,3.2
115,울릉도,1998-01,4.3,-.9,53.2,3.7
115,울릉도,1998-02,7.3,1.3,89.7,3.9
115,울릉도,1998-03,11.2,4.3,41.8,3.8
115,울릉도,1998-04,16,9.7,28.2,3.8
115,울릉도,1998-05,20.5,14.1,72.9,3.6
115,울릉도,1998-06,20.4,15.8,162.6,3.4
115,울릉도,1998-07,24.3,20.2,380.4,3.3
115,울릉도,1998-08,25.9,21.6,166.1,2.8
115,울릉도,1998-09,24.2,18.8,212.2,3.2
115,울릉도,1998-10,19.6,14.5,170.4,3
115,울릉도,1998-11,13.1,7.3,131.7,3.5
115,울릉도,1998-12,9.2,3.7,80.1,3.3
115,울릉도,1999-01,5.7,.6,71.1,3
115,울릉도,1999-02,5.7,-.2,100.7,3.4
115,울릉도,1999-03,9.4,2.8,90.3,3.9
115,울릉도,1999-04,15.1,7.7,136.7,4
115,울릉도,1999-05,19.5,12,239.7,3.4
115,울릉도,1999-06,22.7,16.9,118.7,3
115,울릉도,1999-07,24,19.6,133.8,3.7
115,울릉도,1999-08,25.9,21.4,262.5,3.1
115,울릉도,1999-09,24.1,18.8,467,2.9
115,울릉도,1999-10,18.8,12.6,92,2.7
115,울릉도,1999-11,14.1,7.9,96.6,2.8
115,울릉도,1999-12,7.6,2.5,107.6,3.2
115,울릉도,2000-01,4.3,-.3,143.1,3.5
115,울릉도,2000-02,4.2,-1.6,89.5,2.7
115,울릉도,2000-03,11.8,2.9,51.6,3.9
115,울릉도,2000-04,18.1,7.7,54.8,4.1
115,울릉도,2000-05,23.3,12.2,52.6,2.9
115,울릉도,2000-06,24.3,15.7,99.7,2.6
115,울릉도,2000-07,27.2,21.2,50.9,3.5
115,울릉도,2000-08,26.7,21.3,67.8,2.3
115,울릉도,2000-09,21.9,16.4,194.1,3.1
115,울릉도,2000-10,19.5,12.4,18.4,2.5
115,울릉도,2000-11,13.1,6.4,128,3.1
115,울릉도,2000-12,8.7,1.7,43.9,3.6
115,울릉도,2001-01,3,-2.4,64.5,3.6
115,울릉도,2001-02,5.7,-.2,94.2,3.6
115,울릉도,2001-03,9,2.2,67.3,4.5
115,울릉도,2001-04,16.9,7.9,20.9,4.1
115,울릉도,2001-05,21,12.8,52.2,3
115,울릉도,2001-06,23.1,16.6,186.1,2.2
115,울릉도,2001-07,27.1,20.8,50.3,3.4
115,울릉도,2001-08,27.9,21.6,22.5,2.5
115,울릉도,2001-09,23.4,17.1,120.9,3
115,울릉도,2001-10,19.7,13.6,113.9,2.8
115,울릉도,2001-11,13.6,7.3,151.9,2.9
115,울릉도,2001-12,5.9,1.3,101.6,3.1
115,울릉도,2002-01,5,-.2,125.5,3.6
115,울릉도,2002-02,7.9,1.5,27.7,3.2
115,울릉도,2002-03,11.3,4.4,82.1,3.9
115,울릉도,2002-04,16.5,8.7,165.1,3.7
115,울릉도,2002-05,19,11.9,96.1,2.1
115,울릉도,2002-06,23,16.1,56.1,2.4
115,울릉도,2002-07,25.2,19.9,356.4,3.3
115,울릉도,2002-08,24.9,19.9,623.3,3.3
115,울릉도,2002-09,22.5,16.2,92.3,2.4
115,울릉도,2002-10,17.8,11.6,54,2.9
115,울릉도,2002-11,10.4,3.8,81.5,2.9
115,울릉도,2002-12,5.8,1.1,190,2.9
115,울릉도,2003-01,3.5,-1.9,120.7,2.5
115,울릉도,2003-02,5.7,.2,66.9,2.7
115,울릉도,2003-03,8.9,2.5,66.9,2.6
115,울릉도,2003-04,14.5,7.4,396.1,3.5
115,울릉도,2003-05,18.6,11.4,323.5,2.7
115,울릉도,2003-06,23.3,16.6,248.6,2.4
115,울릉도,2003-07,22.6,17.8,285.8,2.2
115,울릉도,2003-08,25.6,19.9,252.9,2.2
115,울릉도,2003-09,22.7,17.3,202.8,2.2
115,울릉도,2003-10,18.7,12.1,35,3.3
115,울릉도,2003-11,14.4,8.7,53.2,3.6
115,울릉도,2003-12,8.1,2.4,184.5,3.4
115,울릉도,2004-01,4.7,-.5,136.2,3.3
115,울릉도,2004-02,7.6,1.5,35.2,4.4
115,울릉도,2004-03,10,3.1,69.1,4.2
115,울릉도,2004-04,16.8,8,112.8,4.2
115,울릉도,2004-05,19.2,12.8,127.4,4.4
115,울릉도,2004-06,23.8,16.9,186.7,3.1
115,울릉도,2004-07,26.7,21.3,180,3.8
115,울릉도,2004-08,25.8,20.3,398.4,2.5
115,울릉도,2004-09,22.9,17.4,330.4,2.6
115,울릉도,2004-10,18.7,12.3,44,3.5
115,울릉도,2004-11,15.2,8.7,152.1,3.1
115,울릉도,2004-12,9,3.4,183,3.7
115,울릉도,2005-01,4.7,-.8,101.1,3.5
115,울릉도,2005-02,3.1,-2.1,59.7,3.3
115,울릉도,2005-03,7.9,1.3,114.7,4.1
115,울릉도,2005-04,16.1,8.1,34.7,4.8
115,울릉도,2005-05,18.1,10.8,30.7,3.4
115,울릉도,2005-06,24.1,17.6,93.8,3.4
115,울릉도,2005-07,26.4,20.7,176.8,2.5
115,울릉도,2005-08,27.8,22.4,77.5,3.4
115,울릉도,2005-09,23.2,18.1,427.5,3.9
115,울릉도,2005-10,18.6,13.1,186.7,3.3
115,울릉도,2005-11,14.1,8.5,80,3.3
115,울릉도,2005-12,3.1,-2,128.4,3.3
115,울릉도,2006-01,4.4,-.5,50.5,3.3
115,울릉도,2006-02,5.8,-.2,102.7,3.9
115,울릉도,2006-03,8.8,1.4,65.9,4.1
115,울릉도,2006-04,12.2,5.6,120.3,4.8
115,울릉도,2006-05,17.5,11,236.2,3.9
115,울릉도,2006-06,21.4,15.6,72.5,2.6
115,울릉도,2006-07,23.4,18.6,525.5,3.4
115,울릉도,2006-08,28.3,22.2,176.4,3
115,울릉도,2006-09,21.9,16.6,119.1,3.6
115,울릉도,2006-10,20.5,14.8,53.4,3.7
115,울릉도,2006-11,13.2,7.5,230.5,4.3
115,울릉도,2006-12,7.7,2.8,161.5,3.2
115,울릉도,2007-01,7.1,1.7,85.1,3.2
115,울릉도,2007-02,8.4,2.8,65.5,3.4
115,울릉도,2007-03,9.7,3.2,117.1,3.6
115,울릉도,2007-04,13.9,7.4,18.8,4.1
115,울릉도,2007-05,19.7,12.4,191.1,4.7
115,울릉도,2007-06,22.4,16.5,142.5,3.5
115,울릉도,2007-07,23.5,18.8,126.7,2.9
115,울릉도,2007-08,28.2,23.1,95.5,4.5
115,울릉도,2007-09,23.5,18.7,308.8,4.1
115,울릉도,2007-10,19.1,13.9,181.2,3.3
115,울릉도,2007-11,13.9,8.5,106.4,3.7
115,울릉도,2007-12,9.3,4.7,119.3,3
115,울릉도,2008-01,5.2,1.2,183.5,3.9
115,울릉도,2008-02,5.1,.5,163.6,4.2
115,울릉도,2008-03,11,4.9,51,4
115,울릉도,2008-04,16.1,10.2,43.2,4.8
115,울릉도,2008-05,19.4,13,89.2,4.4
115,울릉도,2008-06,20.5,14.5,178.5,3
115,울릉도,2008-07,26.5,21.3,224,3.6
115,울릉도,2008-08,25.3,20,197.3,3
115,울릉도,2008-09,23.7,17.6,67.5,2.5
115,울릉도,2008-10,20.6,14.4,77.1,3.2
115,울릉도,2008-11,12.9,7.4,61.2,4.1
115,울릉도,2008-12,7.9,1.8,81.9,4.4
115,울릉도,2009-01,4.6,-.4,164.4,4.2
115,울릉도,2009-02,8,2.2,23,4
115,울릉도,2009-03,9.4,3,119.4,4.5
115,울릉도,2009-04,16.2,8.3,123.4,3.5
115,울릉도,2009-05,20.9,13,172.5,3.4
115,울릉도,2009-06,22.6,16.8,71.3,3.4
115,울릉도,2009-07,23.5,18.9,300.9,3
115,울릉도,2009-08,24.5,19.8,91,3.4
115,울릉도,2009-09,22.8,17.3,136.8,2.7
115,울릉도,2009-10,19.2,13.9,36.1,3.4
115,울릉도,2009-11,11.7,6.4,229.9,4.3
115,울릉도,2009-12,6.4,1.7,147.4,3
115,울릉도,2010-01,3.6,-1.1,182.9,2.7
115,울릉도,2010-02,4.9,.3,131.6,4.2
115,울릉도,2010-03,6.8,1.5,110,4.8
115,울릉도,2010-04,12.4,5.9,58,3.8
115,울릉도,2010-05,18.4,12.3,132.2,5
115,울릉도,2010-06,23.3,17.6,75.2,2.3
115,울릉도,2010-07,25.7,21.5,167.8,4.4
115,울릉도,2010-08,28.8,23.6,74.7,4
115,울릉도,2010-09,24.1,18.7,157.5,3.7
115,울릉도,2010-10,17.9,13.1,146.5,4.1
115,울릉도,2010-11,12.9,7.2,27,4.1
115,울릉도,2010-12,7.1,1.4,184.9,4.4
115,울릉도,2011-01,1.1,-3.2,321.1,3.8
115,울릉도,2011-02,5.4,.8,90.3,4.7
115,울릉도,2011-03,7.1,1.2,93.8,4
115,울릉도,2011-04,13.2,6.4,214.5,5.5
115,울릉도,2011-05,17.3,11.5,72.6,4.8
115,울릉도,2011-06,23,17.1,308.1,4.6
115,울릉도,2011-07,25,20.6,98.9,5
115,울릉도,2011-08,26.6,22.2,55.3,3.4
115,울릉도,2011-09,22.6,17.7,193,4.6
115,울릉도,2011-10,18.3,12.9,94,3.3
115,울릉도,2011-11,14.5,9,84.4,4.1
115,울릉도,2011-12,4.8,.7,169.8,3.4
115,울릉도,2012-01,2.2,-1.3,189.8,3.6
115,울릉도,2012-02,2.7,-2.5,93.5,3.3
115,울릉도,2012-03,7.4,1.7,106.3,4.8
115,울릉도,2012-04,15,7.5,145,4.5
115,울릉도,2012-05,19.2,12.6,91,3.7
115,울릉도,2012-06,21.3,16.2,81.7,3.7
115,울릉도,2012-07,26.1,21.4,188.1,3.1
115,울릉도,2012-08,27.4,22.8,206,3.9
115,울릉도,2012-09,22.8,17.6,235.1,3.6
115,울릉도,2012-10,18.7,13.1,87.2,3.8
115,울릉도,2012-11,11,5.7,140,4.1
115,울릉도,2012-12,4.4,-.7,213.4,4.2
115,울릉도,2013-01,3.1,-1.5,90,3.6
115,울릉도,2013-02,4.5,-1.3,87,3.6
115,울릉도,2013-03,10.6,2.8,71,4.7
115,울릉도,2013-04,13.1,5.8,131.7,4.8
115,울릉도,2013-05,19.5,12.4,170.1,4
115,울릉도,2013-06,22.5,17.4,33.9,1.8
115,울릉도,2013-07,27.5,22.3,58.1,5.1
115,울릉도,2013-08,29.8,24.1,42.5,3.3
115,울릉도,2013-09,23.7,18.4,101.4,3.1
115,울릉도,2013-10,19,13.9,248.8,4.3
115,울릉도,2013-11,11.8,6.4,76,3.8
115,울릉도,2013-12,5.8,1.5,155.4,4.4
115,울릉도,2014-01,4.8,-.5,157.2,4.2
115,울릉도,2014-02,3.6,-.4,106.7,4.6
115,울릉도,2014-03,10,3.6,117.1,4.8
115,울릉도,2014-04,16.1,8.8,128,4.1
115,울릉도,2014-05,21.1,13.9,39.1,4.5
115,울릉도,2014-06,23,17.4,87,2.7
115,울릉도,2014-07,27,21.7,33,3.2
115,울릉도,2014-08,24.6,20.6,425,3.7
115,울릉도,2014-09,23.9,17.8,129.7,3
115,울릉도,2014-10,18.7,12.9,77.8,4.3
115,울릉도,2014-11,13.5,8.4,94.9,3.3
115,울릉도,2014-12,4.7,-.4,135.9,3.5
115,울릉도,2015-01,4.8,.3,154,3.7
115,울릉도,2015-02,5.3,.1,90.1,3.7
115,울릉도,2015-03,10.2,3.4,37.3,3.5
115,울릉도,2015-04,14.9,8.1,67.7,4.2
115,울릉도,2015-05,21.9,14.2,35.9,4.1
115,울릉도,2015-06,22.7,16.8,102.8,3.3
115,울릉도,2015-07,25.1,19.9,98.6,4.1
115,울릉도,2015-08,27.5,22.1,158.9,3.4
115,울릉도,2015-09,22.3,17.2,73.2,3.9
115,울릉도,2015-10,18.9,12.7,46.1,3.5
115,울릉도,2015-11,13.1,8.4,429.4,4.6
115,울릉도,2015-12,7.9,3.4,99.5,3.6
115,울릉도,2016-01,3.7,-.8,164.2,3.8
115,울릉도,2016-02,4.6,-.2,134.8,4
115,울릉도,2016-03,10.6,3.6,16.1,4.4
115,울릉도,2016-04,16.3,9,118.5,5
115,울릉도,2016-05,20.9,14.2,64.3,4.3
115,울릉도,2016-06,23.6,17.9,46.3,3.2
115,울릉도,2016-07,25.6,21,133.6,3.2
115,울릉도,2016-08,27.4,22.3,491.3,4
115,울릉도,2016-09,22.7,18.5,241.3,3.5
115,울릉도,2016-10,18.2,13.4,213.8,3.7
115,울릉도,2016-11,12.5,6.8,189.2,4.2
115,울릉도,2016-12,8.9,3.1,237,4.3
115,울릉도,2017-01,5.1,.5,121.3,4.2
115,울릉도,2017-02,5.5,.2,237.5,3.9
115,울릉도,2017-03,9.9,3.4,70.1,3.8
115,울릉도,2017-04,16.5,9.5,118.4,4.9
115,울릉도,2017-05,21.3,14.1,24.5,4.1
115,울릉도,2017-06,22.5,15.8,37.4,3.3
115,울릉도,2017-07,27.4,22.6,86.2,3.9
115,울릉도,2017-08,26.8,22.3,60.4,3.8
115,울릉도,2017-09,23.9,18.3,124.8,3.6
115,울릉도,2017-10,17.9,13.2,106,4.4
115,울릉도,2017-11,12.5,6.5,88.9,3.9
115,울릉도,2017-12,4.8,-.2,106.2,3.4
115,울릉도,2018-01,3,-1.5,85.9,3.2
115,울릉도,2018-02,3.9,-1.8,128.6,4.3
115,울릉도,2018-03,10.6,3.5,141.3,5.8
115,울릉도,2018-04,15.6,8.5,150,4.7
115,울릉도,2018-05,19.1,12.2,131.6,4.7
115,울릉도,2018-06,22.9,17.4,65,4.5
115,울릉도,2018-07,27.6,22.8,184.9,4
115,울릉도,2018-08,28.2,23.2,79.7,3.3
115,울릉도,2018-09,22.5,18.3,83,3.8
115,울릉도,2018-10,17.8,12.5,260.9,3.8
115,울릉도,2018-11,13.8,8.8,42.9,3.4
115,울릉도,2018-12,6.7,2.1,232.6,3.5
115,울릉도,2019-01,6.4,1,57.2,3.4
115,울릉도,2019-02,6.9,1.4,96.6,3.6
115,울릉도,2019-03,11.8,4.8,91.3,4
115,울릉도,2019-04,14.2,6.9,76.4,4.2
115,울릉도,2019-05,22.6,14.7,19,4.1
115,울릉도,2019-06,21.7,16,242,4
115,울릉도,2019-07,25.8,21.2,105.8,4.3
115,울릉도,2019-08,28.1,23.3,41,3.3
115,울릉도,2019-09,23.7,19,256.2,3.7
115,울릉도,2019-10,18.6,13.8,192.5,4.4
115,울릉도,2019-11,13.4,7.7,121.2,3.8
115,울릉도,2019-12,8.9,3.4,68.2,3.4
115,울릉도,2020-01,6.8,2.8,112.9,4
115,울릉도,2020-02,7.3,1.8,215.7,3.7
115,울릉도,2020-03,11.1,4.3,65.5,4.1
115,울릉도,2020-04,14.5,7.1,44.5,4.4
115,울릉도,2020-05,20.1,13.4,124.6,3.8
115,울릉도,2020-06,24.9,18.6,100.9,3.6
115,울릉도,2020-07,23.1,19.1,308.2,2.9
115,울릉도,2020-08,28.6,23.6,68.4,4.3
115,울릉도,2020-09,22.6,18,110.8,4.8
115,울릉도,2020-10,18.3,13,82.5,3.3
115,울릉도,2020-11,13.9,8.3,118.8,3.2
115,울릉도,2020-12,6.7,1.8,109.2,2.9
115,울릉도,2021-01,4.2,-1,105.9,3.4
115,울릉도,2021-02,8.1,1.6,74.6,4.2
115,울릉도,2021-03,11.8,5,59.3,4.1
115,울릉도,2021-04,16.1,8.3,143.9,4.2
115,울릉도,2021-05,18.9,12.8,92.2,3.8
115,울릉도,2021-06,22.6,17.1,82.3,3.1
115,울릉도,2021-07,27.7,22.6,89,2.2
115,울릉도,2021-08,26.9,22.1,312.2,3.2
115,울릉도,2021-09,23.1,18.7,179.2,3.8
115,울릉도,2021-10,19.1,13.3,191.8,3.8
115,울릉도,2021-11,14.4,8.5,38.3,3.6
115,울릉도,2021-12,8,2.4,164.3,3.5
115,울릉도,2022-01,4.7,0,53.4,3.1
115,울릉도,2022-02,4.5,-.6,59,3
115,울릉도,2022-03,10.9,4.3,51.1,3.9
115,울릉도,2022-04,17,9,39.5,4.5
115,울릉도,2022-05,22,14,5,3.7
115,울릉도,2022-06,23.7,18.1,164.3,4.4
115,울릉도,2022-07,27.5,22.3,152.8,2.5
115,울릉도,2022-08,27.6,22.7,167.9,4
115,울릉도,2022-09,23.7,18.6,73.6,3.6
115,울릉도,2022-10,18.2,12.2,265,4
115,울릉도,2022-11,16.6,9.7,70.9,3.3
115,울릉도,2022-12,5.5,.6,108.9,3.7
115,울릉도,2023-01,5.6,.4,186.5,3.7
115,울릉도,2023-02,6.9,1.4,43.2,4
115,울릉도,2023-03,14,6.5,46.9,4.1
115,울릉도,2023-04,16.2,9.4,68.9,4.4
115,울릉도,2023-05,20.8,14,152.6,4.7
115,울릉도,2023-06,24.9,19,125.3,3.6
115,울릉도,2023-07,27.7,22.5,222.5,4.3
